# number, 0.5, 1, 1.5, 2
0.0, 0.0, 0.0, 0.0, 0.0
0.5, 3.7954732646573196e-2, 7.137394208340138e-2, 0.1008617976409639, 0.1269362880831804
1.0, 0.1403261723453639, 0.241597676777813, 0.3152443396135317, 0.3692457651271096
1.5, 0.250029083985898, 0.39795316243198, 0.4874627825190643, 0.5430885175704645
2.0, 0.36228467037953005, 0.54030868684641, 0.632290820284417, 0.682796207240601
2.5, 0.4696314615977971, 0.6618056500260565, 0.7474683398041138, 0.7897775306289334
3.0, 0.5662303757498863, 0.7583967700993152, 0.8322917520877106, 0.8652343500234292
3.5, 0.6495534624499658, 0.8312313775644532, 0.8912765637741218, 0.915433142371205
4.0, 0.7194002139566299, 0.8841309885378462, 0.9307176615222097, 0.9476324674119284
4.5, 0.7768125171766651, 0.9215251167424111, 0.9563945373957402, 0.9678341503414531
5.0, 0.8233566468901239, 0.9474298273048383, 0.9728024092907928, 0.9803403036797417
5.5, 0.8607165608913483, 0.9650981954646585, 0.9831494344572653, 0.9880201754733127
6.0, 0.8904866512180738, 0.9770013992814085, 0.9896121373028772, 0.9927133223761668
6.5, 0.9140805448488998, 0.9849409305606787, 0.9936203150666856, 0.9955728285133439
7.0, 0.9327035186263956, 0.990193134877012, 0.9960931444809474, 0.9973119926088903
7.5, 0.9473575448482248, 0.9936435926670745, 0.9976127139770795, 0.9983686129625262
8.0, 0.9588613584981454, 0.9958970320532081, 0.9985436963847787, 0.9990101342785193
8.5, 0.9678758814714682, 0.9973612398349542, 0.999112763857614, 0.9993994409737758
9.0, 0.9749299668033634, 0.9983084196610222, 0.9994599243550224, 0.999635177994839
9.5, 0.9804440538737731, 0.9989187545335609, 0.9996706811779709, 0.9997753135321062
10.0, 0.9847507780570743, 0.9993106678578974, 0.9997951451105107, 0.9998520351125888
